emotion,path,duration
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-03-02-01-02-01.wav,3.6369583333333333
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-03-02-02-01-01.wav,3.93725
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-03-02-02-02-01.wav,3.9372708333333333
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-04-01-01-01-01.wav,3.8371666666666666
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-04-01-01-02-01.wav,3.5702291666666666
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-04-01-02-01-01.wav,3.5035
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-04-01-02-02-01.wav,3.370041666666667
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-04-02-01-01-01.wav,3.8037916666666667
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-04-02-01-02-01.wav,3.703708333333333
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-04-02-02-01-01.wav,3.7370833333333335
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-04-02-02-02-01.wav,3.7370625
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-05-01-01-01-01.wav,3.8705416666666665
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-05-01-01-02-01.wav,3.9372708333333333
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-05-01-02-01-01.wav,3.5035
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-05-01-02-02-01.wav,3.7370625
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-05-02-01-01-01.wav,4.104104166666667
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-05-02-01-02-01.wav,4.371041666666667
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-05-02-02-01-01.wav,4.137458333333333
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-05-02-02-02-01.wav,4.437770833333333
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-06-01-01-01-01.wav,3.6703333333333332
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-06-01-01-02-01.wav,3.636979166666667
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-06-01-02-01-01.wav,3.4367708333333336
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-06-01-02-02-01.wav,3.7036875
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-06-02-01-01-01.wav,5.005
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-06-02-01-02-01.wav,4.2375625
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-06-02-02-01-01.wav,3.970625
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-06-02-02-02-01.wav,3.9039166666666665
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-07-01-01-01-01.wav,3.8705208333333334
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-07-01-01-02-01.wav,3.9038958333333333
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-07-01-02-01-01.wav,3.9038958333333333
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-07-01-02-02-01.wav,3.8371666666666666
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-07-02-01-01-01.wav,4.304291666666667
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-07-02-01-02-01.wav,4.104104166666667
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-07-02-02-01-01.wav,4.037375
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-07-02-02-02-01.wav,4.371020833333334
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-08-01-01-01-01.wav,3.403395833333333
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-08-01-01-02-01.wav,3.2699166666666666
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-08-01-02-01-01.wav,3.536875
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-08-01-02-02-01.wav,3.2699166666666666
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-08-02-01-01-01.wav,3.43675
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-08-02-01-02-01.wav,3.5702291666666666
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-08-02-02-01-01.wav,3.5035
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_01\03-01-08-02-02-02-01.wav,3.2699375
neutral,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-01-01-01-01-02.wav,3.6369583333333333
neutral,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-01-01-01-02-02.wav,3.6036041666666665
neutral,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-01-01-02-01-02.wav,3.7704166666666667
neutral,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-01-01-02-02-02.wav,3.6035833333333334
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-02-01-01-01-02.wav,3.8371666666666666
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-02-01-01-02-02.wav,4.004
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-02-01-02-01-02.wav,3.8371666666666666
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-02-01-02-02-02.wav,3.970625
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-02-02-01-01-02.wav,4.137479166666667
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-02-02-01-02-02.wav,4.037375
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-02-02-02-01-02.wav,4.104104166666667
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-02-02-02-02-02.wav,4.104104166666667
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-03-01-01-01-02.wav,3.6036041666666665
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-03-01-01-02-02.wav,3.7036875
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-03-01-02-01-02.wav,3.7704375
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-03-01-02-02-02.wav,3.7370833333333335
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-03-02-01-01-02.wav,3.703708333333333
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-03-02-01-02-02.wav,3.6703333333333332
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-03-02-02-01-02.wav,3.703708333333333
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-03-02-02-02-02.wav,3.8705208333333334
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-04-01-01-01-02.wav,3.8371666666666666
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-04-01-01-02-02.wav,3.7704375
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-04-01-02-01-02.wav,3.7370625
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-04-01-02-02-02.wav,3.7704375
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-04-02-01-01-02.wav,3.7370833333333335
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-04-02-01-02-02.wav,3.7704166666666667
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-04-02-02-01-02.wav,3.7036875
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-04-02-02-02-02.wav,3.6703333333333332
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-05-01-01-01-02.wav,3.6703333333333332
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-05-01-01-02-02.wav,3.6703333333333332
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-05-01-02-01-02.wav,3.7704166666666667
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-05-01-02-02-02.wav,3.8037916666666667
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-05-02-01-01-02.wav,3.9039166666666665
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-05-02-01-02-02.wav,4.004
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-05-02-02-01-02.wav,4.004
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-05-02-02-02-02.wav,4.004
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-06-01-01-01-02.wav,3.636979166666667
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-06-01-01-02-02.wav,3.7370625
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-06-01-02-01-02.wav,3.6703333333333332
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-06-01-02-02-02.wav,3.7370625
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-06-02-01-01-02.wav,3.8037916666666667
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-06-02-01-02-02.wav,3.636979166666667
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-06-02-02-01-02.wav,3.6036041666666665
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-06-02-02-02-02.wav,3.6036041666666665
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-07-01-01-01-02.wav,3.6703333333333332
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-07-01-01-02-02.wav,3.636979166666667
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-07-01-02-01-02.wav,3.8705416666666665
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-07-01-02-02-02.wav,3.8371666666666666
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-07-02-01-01-02.wav,4.137458333333333
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-07-02-01-02-02.wav,4.137458333333333
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-07-02-02-01-02.wav,4.004
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-07-02-02-02-02.wav,4.037375
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-08-01-01-01-02.wav,3.5368541666666666
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-08-01-01-02-02.wav,3.5368541666666666
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-08-01-02-01-02.wav,3.6036041666666665
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-08-01-02-02-02.wav,3.536875
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-08-02-01-01-02.wav,3.7370625
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-08-02-01-02-02.wav,3.7704375
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-08-02-02-01-02.wav,3.7370833333333335
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_02\03-01-08-02-02-02-02.wav,3.8038125
neutral,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-01-01-01-01-03.wav,3.4367708333333336
neutral,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-01-01-01-02-03.wav,3.5035
neutral,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-01-01-02-01-03.wav,3.5035
neutral,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-01-01-02-02-03.wav,3.4701458333333335
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-02-01-01-01-03.wav,3.8371666666666666
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-02-01-01-02-03.wav,3.7370625
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-02-01-02-01-03.wav,3.8371666666666666
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-02-01-02-02-03.wav,3.970625
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-02-02-01-01-03.wav,4.037375
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-02-02-01-02-03.wav,3.970645833333333
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-02-02-02-01-03.wav,4.137458333333333
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-02-02-02-02-03.wav,4.004
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-03-01-01-01-03.wav,3.7704166666666667
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-03-01-01-02-03.wav,3.6035833333333334
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-03-01-02-01-03.wav,3.5035
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-03-01-02-02-03.wav,3.5035
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-03-02-01-01-03.wav,4.3043125
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-03-02-01-02-03.wav,4.404395833333333
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-03-02-02-01-03.wav,4.137458333333333
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-03-02-02-02-03.wav,3.8371666666666666
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-04-01-01-01-03.wav,3.6036041666666665
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-04-01-01-02-03.wav,3.5702291666666666
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-04-01-02-01-03.wav,3.5702291666666666
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-04-01-02-02-03.wav,3.536875
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-04-02-01-01-03.wav,3.7704375
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-04-02-01-02-03.wav,3.8371666666666666
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-04-02-02-01-03.wav,3.470125
sad,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-04-02-02-02-03.wav,3.7036875
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-05-01-01-01-03.wav,4.004
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-05-01-01-02-03.wav,4.070729166666666
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-05-01-02-01-03.wav,3.8038125
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-05-01-02-02-03.wav,3.8371666666666666
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-05-02-01-01-03.wav,4.404395833333333
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-05-02-01-02-03.wav,4.404416666666667
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-05-02-02-01-03.wav,4.2375625
angry,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-05-02-02-02-03.wav,4.5045
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-06-01-01-01-03.wav,3.7370833333333335
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-06-01-01-02-03.wav,3.8371666666666666
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-06-01-02-01-03.wav,3.5035
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-06-01-02-02-03.wav,3.2032083333333334
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-06-02-01-01-03.wav,3.3033125
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-06-02-01-02-03.wav,3.9038958333333333
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-06-02-02-01-03.wav,3.3033125
fear,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-06-02-02-02-03.wav,3.4367708333333336
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-07-01-01-01-03.wav,4.037375
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-07-01-01-02-03.wav,3.970645833333333
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-07-01-02-01-03.wav,3.6036041666666665
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-07-01-02-02-03.wav,3.7704375
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-07-02-01-01-03.wav,4.104104166666667
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-07-02-01-02-03.wav,4.104104166666667
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-07-02-02-01-03.wav,3.8371666666666666
disgust,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-07-02-02-02-03.wav,3.9372708333333333
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-08-01-01-01-03.wav,3.2365625
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-08-01-01-02-03.wav,3.370041666666667
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-08-01-02-01-03.wav,3.2032083333333334
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-08-01-02-02-03.wav,3.5702291666666666
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-08-02-01-01-03.wav,3.2699375
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-08-02-01-02-03.wav,3.6036041666666665
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-08-02-02-01-03.wav,3.5035
surprise,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_03\03-01-08-02-02-02-03.wav,3.2365625
neutral,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-01-01-01-01-04.wav,3.3032916666666665
neutral,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-01-01-01-02-04.wav,3.370041666666667
neutral,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-01-01-02-01-04.wav,3.2699375
neutral,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-01-01-02-02-04.wav,3.2365625
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-02-01-01-01-04.wav,3.8037916666666667
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-02-01-01-02-04.wav,3.7370625
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-02-01-02-01-04.wav,3.636979166666667
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-02-01-02-02-04.wav,3.57025
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-02-02-01-01-04.wav,3.970625
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-02-02-01-02-04.wav,3.8038125
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-02-02-02-01-04.wav,3.8037916666666667
calm,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-02-02-02-02-04.wav,4.037375
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-03-01-01-01-04.wav,3.5035
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-03-01-01-02-04.wav,3.5368541666666666
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-03-01-02-01-04.wav,3.5035
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-03-01-02-02-04.wav,3.4367708333333336
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-03-02-01-01-04.wav,3.8705416666666665
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-03-02-01-02-04.wav,3.5702291666666666
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-03-02-02-01-04.wav,3.6036041666666665
happy,C:\Users\sakth\OneDrive\Desktop\speechemotionrecognition\ravdess\Actor_04\03-01-03-02-02-02-04.wav,3.7704166666666667
